"transect_id","year","impervious_2018","treedensity_2018","agri_2018","open_2018","tempspring_2020","tempspringvar_2020","precspring_2020","shannon_2018","d_impervious","d_treedensity","d_agri","d_open","d_tempsrping","tempsrping","d_tempsrpingvar","d_precspring","precspring","d_shannon","shannon","milieu","milieu_old","drymatter","protectedarea_perc","protectedarea_type","eulandsystem_cat","eulandsystem_farmland_low","eulandsystem_farmland_medium","eulandsystem_farmland_high","eulandsystem_forest_lowmedium","eulandsystem_forest_high","PLS","milieu_cat_old","milieu_cat"
"Site_1",2011,12.8122013335429,16.3676751195938,0.392911149739316,0.573880196426666,NA,NA,NA,0.614323740862453,0.275690757589413,1.52231026464414,0,0,NA,NA,NA,NA,NA,0,0.614323740862453,"frac_3",22,3302.81612438512,0.380118537760481,2,"medium_intensity",0.0872447233656314,0,0.912755276634369,1,0,10,"urban","forest and shrub"
"Site_1",2012,12.8122013335429,16.3676751195938,0.392911149739316,0.573880196426666,NA,NA,NA,0.614323740862453,0.275690757589413,1.52231026464414,0,0,NA,NA,NA,NA,NA,0,0.614323740862453,"frac_3",22,3302.81612438512,0.380118537760481,2,"medium_intensity",0.0872447233656314,0,0.912755276634369,1,0,10,"urban","forest and shrub"
"Site_1",2013,12.8122013335429,16.3676751195938,0.392911149739316,0.573880196426666,NA,NA,NA,0.614323740862453,0.275690757589413,1.52231026464414,0,0,NA,NA,NA,NA,NA,0,0.614323740862453,"frac_3",22,3302.81612438512,0.380118537760481,2,"medium_intensity",0.0872447233656314,0,0.912755276634369,1,0,10,"urban","forest and shrub"
"Site_1",2014,12.8122013335429,16.3676751195938,0.392911149739316,0.573880196426666,NA,NA,NA,0.614323740862453,0.275690757589413,1.52231026464414,0,0,NA,NA,NA,NA,NA,0,0.614323740862453,"frac_3",22,3302.81612438512,0.380118537760481,2,"medium_intensity",0.0872447233656314,0,0.912755276634369,1,0,10,"urban","forest and shrub"
"Site_1",2015,12.8122013335429,16.3676751195938,0.392911149739316,0.573880196426666,NA,NA,NA,0.614323740862453,0.275690757589413,1.52231026464414,0,0,NA,NA,NA,NA,NA,0,0.614323740862453,"frac_3",22,3302.81612438512,0.380118537760481,2,"medium_intensity",0.0872447233656314,0,0.912755276634369,1,0,10,"urban","forest and shrub"
"Site_1",2016,12.8122013335429,16.3676751195938,0.392911149739316,0.573880196426666,NA,NA,NA,0.614323740862453,0.275690757589413,1.52231026464414,0,0,NA,NA,NA,NA,NA,0,0.614323740862453,"frac_3",22,3302.81612438512,0.380118537760481,2,"medium_intensity",0.0872447233656314,0,0.912755276634369,1,0,10,"urban","forest and shrub"
"Site_1",2017,12.8122013335429,16.3676751195938,0.392911149739316,0.573880196426666,NA,NA,NA,0.614323740862453,0.275690757589413,1.52231026464414,0,0,NA,NA,NA,NA,NA,0,0.614323740862453,"frac_3",22,3302.81612438512,0.380118537760481,2,"medium_intensity",0.0872447233656314,0,0.912755276634369,1,0,10,"urban","forest and shrub"
"Site_1",2018,12.8122013335429,16.3676751195938,0.392911149739316,0.573880196426666,NA,NA,NA,0.614323740862453,0.275690757589413,1.52231026464414,0,0,NA,NA,NA,NA,NA,0,0.614323740862453,"frac_3",22,3302.81612438512,0.380118537760481,2,"medium_intensity",0.0872447233656314,0,0.912755276634369,1,0,10,"urban","forest and shrub"
"Site_1",2021,12.8122013335429,16.3676751195938,0.392911149739316,0.573880196426666,NA,NA,NA,0.614323740862453,0.275690757589413,1.52231026464414,0,0,NA,NA,NA,NA,NA,0,0.614323740862453,"frac_3",22,3302.81612438512,0.380118537760481,2,"medium_intensity",0.0872447233656314,0,0.912755276634369,1,0,10,"urban","forest and shrub"
"Site_2",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_2",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_2",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_2",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_2",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_2",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Site_3",2008,8.53339749072894,34.8472952174273,0.371434288849757,0.383602364446775,12.7401837832775,28.5822712378854,1.7615857182955,0.920735120270886,0.185969140685568,0.672825861373737,0,0.000640425031422017,0.0170868843557679,12.3813592118063,0.253014201397329,-0.0148215203521648,2.07283764569096,0.00332345161355614,0.857589539613319,"frac_3",42,4168.44979030787,0.479577517662014,2,"medium_intensity",0.00183941406533266,0.150189750956614,0.847970834978053,1,0,10,"forest and shrub","forest and shrub"
